timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1742814401964,69,/Investor-assets/Custom/app.js-20,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,4380,631,2,2,https://uat.canararobeco.com/Investor-assets/Custom/app.js?v=1742469977612,68,0,0
1742814402033,59,/Investor_assets_home/Js/form-validation_home.js-21,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,5583,649,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/form-validation_home.js?v=1742469977612,59,0,0
1742814401875,249,/home,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,30530,454,2,2,https://uat.canararobeco.com/,247,0,8
1742814402126,6,/Investor_assets_home/css/bootstrap_home.css-9,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,9818,674,2,2,https://uat.canararobeco.com/Investor_assets_home/css/bootstrap_home.css?v=1742469976195,6,0,0
1742814402133,12,/Investor_assets_home/css/layout_home.css-10,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,90253,671,2,2,https://uat.canararobeco.com/Investor_assets_home/css/layout_home.css?v=1742469976195,7,0,0
1742814402093,53,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,5252,634,2,2,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,53,0,0
1742814402146,55,/Investor_assets_home/css/homepage_home.css-12,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,20370,673,2,2,https://uat.canararobeco.com/Investor_assets_home/css/homepage_home.css?v=1742469976195,54,0,0
1742814402146,61,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,9256,648,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,61,0,0
1742814402201,7,/Investor_assets_home/css/developer_home.css-13,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,20710,674,2,2,https://uat.canararobeco.com/Investor_assets_home/css/developer_home.css?v=1742469976195,7,0,0
1742814402207,26,/Investor_assets_home/Custom/validation_home.js-24,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,9181,648,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/validation_home.js?v=1742469977612,26,0,0
1742814402209,60,/Investor-assets/js/jquery-3.6.0.min.js-14,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,35235,640,2,2,https://uat.canararobeco.com/Investor-assets/js/jquery-3.6.0.min.js?v=1742469977612,59,0,0
1742814402234,53,/Investor_assets_home/Custom/HomePage_home.js-25,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,5710,646,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePage_home.js?v=1742469977612,53,0,0
1742814402270,53,/Investor_assets_home/Js/vendor_home.js-15,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,43668,640,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/vendor_home.js?v=1742469977612,52,0,0
1742814402288,57,/Investor_assets_home/Custom/DeveloperCharmbar_home.js-26,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,7316,655,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/DeveloperCharmbar_home.js?v=1742469977612,56,0,0
1742814402323,51,/Investor_assets_home/Js/skrollr.min.js-16,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,9828,640,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/skrollr.min.js?v=1742469977612,51,0,0
1742814402345,48,/Investor_assets_home/Custom/HomePageBinding_home.js-27,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,7467,653,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePageBinding_home.js?v=1742469977612,48,0,0
1742814402374,59,/Investor_assets_home/Js/home_new.js-17,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,5569,637,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/home_new.js?v=1742469977612,59,0,0
1742814402393,88,/HomePageAjaxService/LatestUpdateForHomePage-28,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,5099,808,2,2,https://uat.canararobeco.com/HomePageAjaxService/LatestUpdateForHomePage,88,0,0
1742814402433,55,/Investor_assets_home/Js/global_home.js-18,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,14514,640,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/global_home.js?v=1742469977612,54,0,0
1742814402488,9,/Investor-assets/Custom/angular.min.js-19,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,66378,639,2,2,https://uat.canararobeco.com/Investor-assets/Custom/angular.min.js?v=1742469977612,8,0,0
1742814402498,6,/Investor-assets/Custom/app.js-20,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,4378,631,2,2,https://uat.canararobeco.com/Investor-assets/Custom/app.js?v=1742469977612,6,0,0
1742814402504,116,/Investor_assets_home/Js/form-validation_home.js-21,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,5582,649,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/form-validation_home.js?v=1742469977612,116,0,0
1742814402621,6,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,5250,634,2,2,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,6,0,0
1742814402627,73,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,9255,648,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,72,0,0
1742814402700,8,/Investor_assets_home/Custom/validation_home.js-24,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,8167,648,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/validation_home.js?v=1742469977612,8,0,0
1742814402708,146,/Investor_assets_home/Custom/HomePage_home.js-25,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,5413,646,3,3,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePage_home.js?v=1742469977612,145,0,0
1742814402482,401,/AjaxService/GetHomepageData-50,200,OK,10.0.2.43-Thread Group Static pages 2025 1-1,text,true,,9313,791,3,3,https://uat.canararobeco.com/AjaxService/GetHomepageData,401,0,0
1742814400935,1896,home,200,"Number of samples in transaction : 21, number of failing samples : 0",10.0.2.43-Thread Group Static pages 2025 1-1,,true,,402462,13745,3,3,null,1882,52,33
1742814402854,51,/Investor_assets_home/Custom/DeveloperCharmbar_home.js-26,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,7315,655,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/DeveloperCharmbar_home.js?v=1742469977612,51,0,0
1742814402905,55,/Investor_assets_home/Custom/HomePageBinding_home.js-27,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,7467,653,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePageBinding_home.js?v=1742469977612,54,0,0
1742814402960,63,/HomePageAjaxService/LatestUpdateForHomePage-28,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,5097,808,2,2,https://uat.canararobeco.com/HomePageAjaxService/LatestUpdateForHomePage,63,0,0
1742814402835,366,/home,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,30532,454,2,2,https://uat.canararobeco.com/,365,0,10
1742814403202,3,/Investor_assets_home/css/bootstrap_home.css-9,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,8468,674,2,2,https://uat.canararobeco.com/Investor_assets_home/css/bootstrap_home.css?v=1742469976195,3,0,0
1742814403205,7,/Investor_assets_home/css/layout_home.css-10,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,61138,671,2,2,https://uat.canararobeco.com/Investor_assets_home/css/layout_home.css?v=1742469976195,3,0,0
1742814403212,4,/Investor_assets_home/css/homepage_home.css-12,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,20370,673,2,2,https://uat.canararobeco.com/Investor_assets_home/css/homepage_home.css?v=1742469976195,3,0,0
1742814403216,4,/Investor_assets_home/css/developer_home.css-13,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,20711,674,2,2,https://uat.canararobeco.com/Investor_assets_home/css/developer_home.css?v=1742469976195,3,0,0
1742814403220,4,/Investor-assets/js/jquery-3.6.0.min.js-14,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,35235,640,2,2,https://uat.canararobeco.com/Investor-assets/js/jquery-3.6.0.min.js?v=1742469977612,3,0,0
1742814403224,5,/Investor_assets_home/Js/vendor_home.js-15,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,43668,640,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/vendor_home.js?v=1742469977612,3,0,0
1742814403229,3,/Investor_assets_home/Js/skrollr.min.js-16,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,9828,640,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/skrollr.min.js?v=1742469977612,3,0,0
1742814403232,3,/Investor_assets_home/Js/home_new.js-17,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,5858,637,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/home_new.js?v=1742469977612,3,0,0
1742814403235,4,/Investor_assets_home/Js/global_home.js-18,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,17937,640,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/global_home.js?v=1742469977612,3,0,0
1742814403239,8,/Investor-assets/Custom/angular.min.js-19,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,82679,639,2,2,https://uat.canararobeco.com/Investor-assets/Custom/angular.min.js?v=1742469977612,3,0,0
1742814403247,3,/Investor-assets/Custom/app.js-20,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,4379,631,2,2,https://uat.canararobeco.com/Investor-assets/Custom/app.js?v=1742469977612,3,0,0
1742814403250,3,/Investor_assets_home/Js/form-validation_home.js-21,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,5582,649,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/form-validation_home.js?v=1742469977612,3,0,0
1742814403253,3,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,5251,634,2,2,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,3,0,0
1742814403256,3,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,9255,648,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,3,0,0
1742814403259,3,/Investor_assets_home/Custom/validation_home.js-24,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,8169,648,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/validation_home.js?v=1742469977612,3,0,0
1742814403262,3,/Investor_assets_home/Custom/HomePage_home.js-25,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,5709,646,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePage_home.js?v=1742469977612,3,0,0
1742814403265,3,/Investor_assets_home/Custom/DeveloperCharmbar_home.js-26,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,8207,655,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/DeveloperCharmbar_home.js?v=1742469977612,3,0,0
1742814403268,3,/Investor_assets_home/Custom/HomePageBinding_home.js-27,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,7467,653,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePageBinding_home.js?v=1742469977612,3,0,0
1742814403272,64,/HomePageAjaxService/LatestUpdateForHomePage-28,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,5099,808,2,2,https://uat.canararobeco.com/HomePageAjaxService/LatestUpdateForHomePage,64,0,0
1742814403023,397,/AjaxService/GetHomepageData-50,200,OK,10.0.2.43-Thread Group Static pages 2025 1-2,text,true,,9311,791,2,2,https://uat.canararobeco.com/AjaxService/GetHomepageData,397,0,0
1742814401874,1537,home,200,"Number of samples in transaction : 21, number of failing samples : 0",10.0.2.43-Thread Group Static pages 2025 1-2,,true,,414108,13745,2,2,null,1522,9,8
1742814403336,348,/AjaxService/GetHomepageData-50,200,OK,10.0.2.43-Thread Group Static pages 2025 1-3,text,true,,9313,791,1,1,https://uat.canararobeco.com/AjaxService/GetHomepageData,348,0,0
1742814402834,847,home,200,"Number of samples in transaction : 21, number of failing samples : 0",10.0.2.43-Thread Group Static pages 2025 1-3,,true,,404855,13745,1,1,null,831,3,10
1742814403796,272,/home,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,30530,454,1,1,https://uat.canararobeco.com/,271,0,11
1742814404069,3,/Investor_assets_home/css/bootstrap_home.css-9,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,8466,674,1,1,https://uat.canararobeco.com/Investor_assets_home/css/bootstrap_home.css?v=1742469976195,3,0,0
1742814404072,6,/Investor_assets_home/css/layout_home.css-10,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,61136,671,1,1,https://uat.canararobeco.com/Investor_assets_home/css/layout_home.css?v=1742469976195,3,0,0
1742814404078,5,/Investor_assets_home/css/homepage_home.css-12,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,20368,673,1,1,https://uat.canararobeco.com/Investor_assets_home/css/homepage_home.css?v=1742469976195,5,0,0
1742814404083,4,/Investor_assets_home/css/developer_home.css-13,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,20709,674,1,1,https://uat.canararobeco.com/Investor_assets_home/css/developer_home.css?v=1742469976195,4,0,0
1742814404087,5,/Investor-assets/js/jquery-3.6.0.min.js-14,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,35233,640,1,1,https://uat.canararobeco.com/Investor-assets/js/jquery-3.6.0.min.js?v=1742469977612,4,0,0
1742814404092,4,/Investor_assets_home/Js/vendor_home.js-15,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,43666,640,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/vendor_home.js?v=1742469977612,2,0,0
1742814404096,2,/Investor_assets_home/Js/skrollr.min.js-16,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,10974,640,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/skrollr.min.js?v=1742469977612,2,0,0
1742814404099,2,/Investor_assets_home/Js/home_new.js-17,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,5567,637,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/home_new.js?v=1742469977612,2,0,0
1742814404101,3,/Investor_assets_home/Js/global_home.js-18,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,14513,640,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/global_home.js?v=1742469977612,3,0,0
1742814404104,4,/Investor-assets/Custom/angular.min.js-19,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,66377,639,1,1,https://uat.canararobeco.com/Investor-assets/Custom/angular.min.js?v=1742469977612,3,0,0
1742814404109,2,/Investor-assets/Custom/app.js-20,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,4377,631,1,1,https://uat.canararobeco.com/Investor-assets/Custom/app.js?v=1742469977612,2,0,0
1742814404111,3,/Investor_assets_home/Js/form-validation_home.js-21,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,5956,649,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/form-validation_home.js?v=1742469977612,3,0,0
1742814404115,2,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,5249,634,1,1,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,2,0,0
1742814404117,3,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,9253,648,1,1,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,3,0,0
1742814404120,3,/Investor_assets_home/Custom/validation_home.js-24,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,8167,648,1,1,https://uat.canararobeco.com/Investor_assets_home/Custom/validation_home.js?v=1742469977612,2,0,0
1742814404123,4,/Investor_assets_home/Custom/HomePage_home.js-25,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,5707,646,1,1,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePage_home.js?v=1742469977612,4,0,0
1742814404127,3,/Investor_assets_home/Custom/DeveloperCharmbar_home.js-26,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,7313,655,1,1,https://uat.canararobeco.com/Investor_assets_home/Custom/DeveloperCharmbar_home.js?v=1742469977612,3,0,0
1742814404130,3,/Investor_assets_home/Custom/HomePageBinding_home.js-27,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,7465,653,1,1,https://uat.canararobeco.com/Investor_assets_home/Custom/HomePageBinding_home.js?v=1742469977612,2,0,0
1742814404133,69,/HomePageAjaxService/LatestUpdateForHomePage-28,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,5097,808,1,1,https://uat.canararobeco.com/HomePageAjaxService/LatestUpdateForHomePage,69,0,0
1742814404202,369,/AjaxService/GetHomepageData-50,200,OK,10.0.2.43-Thread Group Static pages 2025 1-4,text,true,,9311,791,1,1,https://uat.canararobeco.com/AjaxService/GetHomepageData,369,0,0
1742814403795,771,home,200,"Number of samples in transaction : 21, number of failing samples : 0",10.0.2.43-Thread Group Static pages 2025 1-4,,true,,385434,13745,1,1,null,761,6,11
1742814404755,219,/home,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,30532,454,1,1,https://uat.canararobeco.com/,219,0,9
1742814404975,3,/Investor_assets_home/css/bootstrap_home.css-9,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,8468,674,1,1,https://uat.canararobeco.com/Investor_assets_home/css/bootstrap_home.css?v=1742469976195,3,0,0
1742814404978,7,/Investor_assets_home/css/layout_home.css-10,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,61138,671,1,1,https://uat.canararobeco.com/Investor_assets_home/css/layout_home.css?v=1742469976195,4,0,0
1742814404985,3,/Investor_assets_home/css/homepage_home.css-12,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,20370,673,1,1,https://uat.canararobeco.com/Investor_assets_home/css/homepage_home.css?v=1742469976195,3,0,0
1742814404989,3,/Investor_assets_home/css/developer_home.css-13,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,20711,674,1,1,https://uat.canararobeco.com/Investor_assets_home/css/developer_home.css?v=1742469976195,2,0,0
1742814404992,4,/Investor-assets/js/jquery-3.6.0.min.js-14,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,44047,640,1,1,https://uat.canararobeco.com/Investor-assets/js/jquery-3.6.0.min.js?v=1742469977612,2,0,0
1742814404996,6,/Investor_assets_home/Js/vendor_home.js-15,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,56294,640,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/vendor_home.js?v=1742469977612,3,0,0
1742814405002,3,/Investor_assets_home/Js/skrollr.min.js-16,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,9828,640,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/skrollr.min.js?v=1742469977612,3,0,0
1742814405005,3,/Investor_assets_home/Js/home_new.js-17,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,5569,637,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/home_new.js?v=1742469977612,3,0,0
1742814405008,3,/Investor_assets_home/Js/global_home.js-18,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,14515,640,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/global_home.js?v=1742469977612,3,0,0
1742814405011,6,/Investor-assets/Custom/angular.min.js-19,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,66379,639,1,1,https://uat.canararobeco.com/Investor-assets/Custom/angular.min.js?v=1742469977612,3,0,0
1742814405017,3,/Investor-assets/Custom/app.js-20,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,4379,631,1,1,https://uat.canararobeco.com/Investor-assets/Custom/app.js?v=1742469977612,3,0,0
1742814405020,2,/Investor_assets_home/Js/form-validation_home.js-21,200,OK,10.0.2.43-Thread Group Static pages 2025 1-5,text,true,,5582,649,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/form-validation_home.js?v=1742469977612,2,0,0
1742814401286,59,/Investor_assets_home/css/bootstrap_home.css-9,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,9820,674,1,1,https://uat.canararobeco.com/Investor_assets_home/css/bootstrap_home.css?v=1742469976195,59,0,0
1742814401345,84,/Investor_assets_home/css/layout_home.css-10,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,90336,671,1,1,https://uat.canararobeco.com/Investor_assets_home/css/layout_home.css?v=1742469976195,75,0,0
1742814401429,69,/Investor_assets_home/css/homepage_home.css-12,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,30786,673,1,1,https://uat.canararobeco.com/Investor_assets_home/css/homepage_home.css?v=1742469976195,68,0,0
1742814401498,64,/Investor_assets_home/css/developer_home.css-13,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,28855,674,1,1,https://uat.canararobeco.com/Investor_assets_home/css/developer_home.css?v=1742469976195,63,0,0
1742814401562,65,/Investor-assets/js/jquery-3.6.0.min.js-14,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,44048,640,1,1,https://uat.canararobeco.com/Investor-assets/js/jquery-3.6.0.min.js?v=1742469977612,63,0,0
1742814401627,90,/Investor_assets_home/Js/vendor_home.js-15,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,43669,640,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/vendor_home.js?v=1742469977612,87,0,0
1742814401717,55,/Investor_assets_home/Js/skrollr.min.js-16,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,9829,640,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/skrollr.min.js?v=1742469977612,55,0,0
1742814401773,56,/Investor_assets_home/Js/home_new.js-17,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,5570,637,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/home_new.js?v=1742469977612,56,0,0
1742814401830,54,/Investor_assets_home/Js/global_home.js-18,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,14516,640,1,1,https://uat.canararobeco.com/Investor_assets_home/Js/global_home.js?v=1742469977612,54,0,0
1742814401884,81,/Investor-assets/Custom/angular.min.js-19,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,66380,639,1,1,https://uat.canararobeco.com/Investor-assets/Custom/angular.min.js?v=1742469977612,77,0,0
1742814401964,55,/Investor-assets/Custom/app.js-20,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,4380,631,2,2,https://uat.canararobeco.com/Investor-assets/Custom/app.js?v=1742469977612,55,0,0
1742814402019,53,/Investor_assets_home/Js/form-validation_home.js-21,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,5959,649,2,2,https://uat.canararobeco.com/Investor_assets_home/Js/form-validation_home.js?v=1742469977612,53,0,0
1742814402073,47,/assets/js/HomePageAjaxService.js-22,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,5672,634,2,2,https://uat.canararobeco.com/assets/js/HomePageAjaxService.js?v=1742469977612,47,0,0
1742814402121,53,/Investor_assets_home/Custom/Inv_common_home.js-23,200,OK,10.0.2.182-Thread Group Static pages 2025 1-1,text,true,,10921,648,2,2,https://uat.canararobeco.com/Investor_assets_home/Custom/Inv_common_home.js?v=1742469977612,53,0,0
